,Date,IR STR
1314,2024-11-13,3.164
1315,2024-11-14,3.165
1316,2024-11-15,3.165
1317,2024-11-18,3.165
1318,2024-11-19,3.166
1319,2024-11-20,3.167
1320,2024-11-21,3.167
1321,2024-11-22,3.168
1322,2024-11-25,3.167
1323,2024-11-26,3.165
1324,2024-11-27,3.165
1325,2024-11-28,3.164
1326,2024-11-29,3.163
1327,2024-12-02,3.165
1328,2024-12-03,3.164
1329,2024-12-04,3.165
1330,2024-12-05,3.165
1331,2024-12-06,3.165
1332,2024-12-09,3.164
1333,2024-12-10,3.163
1334,2024-12-11,3.164
1335,2024-12-12,3.164
1336,2024-12-13,3.167
1337,2024-12-16,3.165
1338,2024-12-17,3.164
1339,2024-12-18,2.917
1340,2024-12-19,2.919
1341,2024-12-20,2.916
1342,2024-12-23,2.911
1343,2024-12-24,2.909
1344,2024-12-27,2.916
1345,2024-12-30,2.915
1346,2024-12-31,2.905
1347,2025-01-02,2.92
1348,2025-01-03,2.919
1349,2025-01-06,2.917
1350,2025-01-07,2.918
1351,2025-01-08,2.917
1352,2025-01-09,2.92
1353,2025-01-10,2.917
1354,2025-01-13,2.918
1355,2025-01-14,2.919
1356,2025-01-15,2.92
1357,2025-01-16,2.92
1358,2025-01-17,2.92
1359,2025-01-20,2.919
1360,2025-01-21,2.921
1361,2025-01-22,2.92
1362,2025-01-23,2.922
1363,2025-01-24,2.921
1364,2025-01-27,2.921
1365,2025-01-28,2.921
1366,2025-01-29,2.923
1367,2025-01-30,2.923
1368,2025-01-31,2.912
1369,2025-02-03,2.918
1370,2025-02-04,2.917
1371,2025-02-05,2.666
1372,2025-02-06,2.669
1373,2025-02-07,2.665
1374,2025-02-10,2.664
1375,2025-02-11,2.666
1376,2025-02-12,2.665
1377,2025-02-13,2.667
1378,2025-02-14,2.666
1379,2025-02-17,2.665
1380,2025-02-18,2.666
1381,2025-02-19,2.665
1382,2025-02-20,2.667
1383,2025-02-21,2.666
1384,2025-02-24,2.666
1385,2025-02-25,2.666
1386,2025-02-26,2.665
1387,2025-02-27,2.666
1388,2025-02-28,2.658
1389,2025-03-03,2.663
1390,2025-03-04,2.664
1391,2025-03-05,2.664
1392,2025-03-06,2.666
1393,2025-03-07,2.665
1394,2025-03-10,2.663
1395,2025-03-11,2.663
1396,2025-03-12,2.412
1397,2025-03-13,2.413
1398,2025-03-14,2.417
1399,2025-03-17,2.417
1400,2025-03-18,2.417
1401,2025-03-19,2.416
1402,2025-03-20,2.417
1403,2025-03-21,2.417
1404,2025-03-24,2.418
1405,2025-03-25,2.418
1406,2025-03-26,2.417
1407,2025-03-27,2.417
1408,2025-03-28,2.417
1409,2025-03-31,2.415
1410,2025-04-01,2.42
1411,2025-04-02,2.417
1412,2025-04-03,2.416
1413,2025-04-04,2.415
1414,2025-04-07,2.414
1415,2025-04-08,2.415
1416,2025-04-09,2.415
1417,2025-04-10,2.416
1418,2025-04-11,2.416
1419,2025-04-14,2.417
1420,2025-04-15,2.416
1421,2025-04-16,2.418
1422,2025-04-17,2.417
1423,2025-04-22,2.417
1424,2025-04-23,2.167
1425,2025-04-24,2.169
1426,2025-04-25,2.167
1427,2025-04-28,2.167
1428,2025-04-29,2.167
1429,2025-04-30,2.156
1430,2025-05-02,2.168
1431,2025-05-05,2.167
1432,2025-05-06,2.167
1433,2025-05-07,2.169
1434,2025-05-08,2.171
1435,2025-05-09,2.169
1436,2025-05-12,2.17
1437,2025-05-13,2.172
1438,2025-05-14,2.172
1439,2025-05-15,2.172
1440,2025-05-16,2.17
1441,2025-05-19,2.171
1442,2025-05-20,2.172
1443,2025-05-21,2.169
1444,2025-05-22,2.173
1445,2025-05-23,2.17
1446,2025-05-26,2.168
1447,2025-05-27,2.172
1448,2025-05-28,2.167
1449,2025-05-29,2.161
1450,2025-05-30,2.161
1451,2025-06-02,2.172
1452,2025-06-03,2.172
1453,2025-06-04,2.173
1454,2025-06-05,2.174
1455,2025-06-06,2.173
1456,2025-06-09,2.17
1457,2025-06-10,2.174
1458,2025-06-11,1.924
1459,2025-06-12,1.923
1460,2025-06-13,1.925
1461,2025-06-16,1.924
1462,2025-06-17,1.924
1463,2025-06-18,1.922
1464,2025-06-19,1.917
1465,2025-06-20,1.923
1466,2025-06-23,1.925
1467,2025-06-24,1.926
1468,2025-06-25,1.925
1469,2025-06-26,1.929
1470,2025-06-27,1.928
1471,2025-06-30,1.921
1472,2025-07-01,1.921
1473,2025-07-02,1.923
1474,2025-07-03,1.922
1475,2025-07-04,1.92
1476,2025-07-07,1.92
1477,2025-07-08,1.919
1478,2025-07-09,1.919
1479,2025-07-10,1.921
1480,2025-07-11,1.923
1481,2025-07-14,1.923
1482,2025-07-15,1.922
1483,2025-07-16,1.923
1484,2025-07-17,1.925
1485,2025-07-18,1.923
1486,2025-07-21,1.924
1487,2025-07-22,1.923
1488,2025-07-23,1.924
1489,2025-07-24,1.924
1490,2025-07-25,1.925
1491,2025-07-28,1.923
1492,2025-07-29,1.923
1493,2025-07-30,1.924
1494,2025-07-31,1.919
1495,2025-08-01,1.927
1496,2025-08-04,1.925
1497,2025-08-05,1.924
1498,2025-08-06,1.922
1499,2025-08-07,1.923
1500,2025-08-08,1.922
1501,2025-08-11,1.918
1502,2025-08-12,1.922
1503,2025-08-13,1.923
1504,2025-08-14,1.926
1505,2025-08-15,1.924
1506,2025-08-18,1.924
1507,2025-08-19,1.925
1508,2025-08-20,1.926
1509,2025-08-21,1.926
1510,2025-08-22,1.926
1511,2025-08-25,1.925
1512,2025-08-26,1.926
1513,2025-08-27,1.925
1514,2025-08-28,1.925
1515,2025-08-29,1.92
1516,2025-09-01,1.925
1517,2025-09-02,1.922
1518,2025-09-03,1.923
1519,2025-09-04,1.925
1520,2025-09-05,1.923
1521,2025-09-08,1.922
1522,2025-09-09,1.923
1523,2025-09-10,1.922
1524,2025-09-11,1.925
1525,2025-09-12,1.925
1526,2025-09-15,1.926
1527,2025-09-16,1.926
1528,2025-09-17,1.927
1529,2025-09-18,1.926
1530,2025-09-19,1.925
1531,2025-09-22,1.925
1532,2025-09-23,1.927
1533,2025-09-24,1.928
1534,2025-09-25,1.927
1535,2025-09-26,1.926
1536,2025-09-29,1.926
1537,2025-09-30,1.916
1538,2025-10-01,1.927
1539,2025-10-02,1.923
1540,2025-10-03,1.921
1541,2025-10-06,1.925
1542,2025-10-07,1.926
1543,2025-10-08,1.924
1544,2025-10-09,1.927
1545,2025-10-10,1.926
1546,2025-10-13,1.926
1547,2025-10-14,1.927
1548,2025-10-15,1.928
1549,2025-10-16,1.928
1550,2025-10-17,1.928
1551,2025-10-20,1.927
1552,2025-10-21,1.928
1553,2025-10-22,1.927
1554,2025-10-23,1.929
1555,2025-10-24,1.928
1556,2025-10-27,1.929
1557,2025-10-28,1.93
1558,2025-10-29,1.931
1559,2025-10-30,1.931
1560,2025-10-31,1.921
1561,2025-11-03,1.932
1562,2025-11-04,1.931
1563,2025-11-05,1.929
1564,2025-11-06,1.93
1565,2025-11-07,1.932
1566,2025-11-10,1.931
1567,2025-11-11,1.93
1568,2025-11-12,1.93
1569,2025-11-13,1.93
1570,2025-11-14,1.931
1571,2025-11-17,1.929
1572,2025-11-18,1.93
1573,2025-11-19,1.929
1574,2025-11-20,1.929
1575,2025-11-21,1.926
1576,2025-11-24,1.924
1577,2025-11-25,1.926
1578,2025-11-26,1.928
1579,2025-11-27,1.927
1580,2025-11-28,1.925
1581,2025-12-01,1.93
1582,2025-12-02,1.929
1583,2025-12-03,1.926
1584,2025-12-04,1.929
1585,2025-12-05,1.929
1586,2025-12-08,1.93
1587,2025-12-09,1.929
1588,2025-12-10,1.929
