IDRFME;DTREF;ANO;MES;TIMEID;DEF_12;nr_titulares;nr_outros_interv;PREST;max_escolaridade;min_escolaridade;max_risco_regiao;min_risco_regiao;n_tit_domvenc;med_domvenc;med_dias_devedor;flag_nao_resi;med_idade;younger;older;avg_dependentes;flag_resec;med_filhos;med_idade_filhos;med_rend_disp;pior_habitacao;best_habitacao;flag_resi;pior_vinclab;best_vinclab;best_prof2;pior_prof2;max_risco_origem2;min_risco_origem2;pior_estciv;best_estciv;CDTIPES;EXPOSICAO;MTLINHASDISP;PRAZO;FINALIDADE;FLAG_REEST;TXESFGLOBAL;FLG14PREST;OUT_VALPREST;INVALPRESTDUPLA;OUTVALPRESTDUPLA;CARNUM;PCTVALRES;SLDULTRESM;SLDPNTBSCAP1M;SLDPNTBSPPR;SLDPNTFUND;SLDPNTDEPPRZ;SLDPNTOUTDES;VALPRESTDUPLA;DO_PREST;DUMMYAUTONOVO;DUMMYPRAZO72_84;DUMMYPRAZOSUP84;DUMMYDOMVENC_AVAL;DUMMYRECPRAZO;DUMMYIFSUP5TC;INCTC;NUM_DEB_FINALtc;REC_PRAZO;NRDIASDEVEDOR;SLDPNTDO;SLDMDDOTM;SLDPNTTITRV;PLATRDIARIOCC;MEDR1MCC;MEDRADCC;MEDR1MCI;MEDRADCI;PRESTDIARIACI;MEDR1MCH;MEDRADCH;PRESTDIARIACH;MEDR1MCHP;SLDMDDEVAD;SLDMDDEV1M;SLDMDDEV3M;SLDMDDEV6M;TPRESTFRONTENDCI;flag_garant;flag_fin;envolvimento;ANTCONTA1;VARIOS_TITULARES;INDRESTRUT_num;flag14prest;SALDO_PONTUAL;naciona_final_num;naciona_rend_num;estciv_final_num
AA60013723264;2015-01-31;2015;1;201501;1;1;1;185.89;1;1;8;8;0;;0;0;56;56;56;0;0;1;39;144.11;5;5;1;1;1;4;4;2;2;3;3;P;10627.52;0;72;98;1;52.550;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;3
AA60013723833;2015-01-31;2015;1;201501;0;1;1;116.07;1;1;8;8;0;;0;0;19;19;19;0;0;0;0;0;5;5;1;2;2;4;4;2;2;5;5;P;5068.39;0;60;30;0;22.054;N;0.00;0.00;0.00;12;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;100.00;;;;;;;;;;;;;;;;;0.00;0;0;1;;0;0;0;0;0;0;1
AA60013725864;2015-01-31;2015;1;201501;0;1;0;198.96;1;1;8;8;1;;0;0;24;24;24;1;0;0;0;1160.2066667;5;5;1;1;1;4;4;2;2;5;5;P;11315.27;0;84;98;0;11.710;N;0.00;0.00;0.00;0;0.00000;2128.666667;0.00;0.00;0.00;750.00;0.00;0;1069.8967968;0;1;0;0;1;0;0;15;1249.666667;0;406.61;1112.666667;;650.00;230.290323;373.90;;;;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;750;0;0;1
AA60013726382;2015-01-31;2015;1;201501;0;1;0;245.06;1;1;8;8;1;;0;0;47;47;47;0;0;0;0;536.7;5;5;1;1;1;1;1;2;2;5;5;P;13763.51;0;84;98;0;25.077;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;160.00;0.00;0;0;0;1;0;0;1;0;0;0;0;0;38.65;;;800.00;375.095484;385.87;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;160;0;0;1
AA60013726803;2015-01-31;2015;1;201501;0;1;0;63.23;1;1;3;3;1;;0;0;30;30;30;1;0;1;5;590.08666667;5;5;1;1;1;6;6;2;2;4;4;P;2680.09;0;60;98;0;34.083;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;579.66;;;550.00;392.042258;379.18;;;;64669.798710;64479.54;215.11;;0.000000;2.000000;2.000000;2.000000;0.00;1;1;1;;0;0;0;0;0;0;4
AA60013727487;2015-01-31;2015;1;201501;1;1;0;15.15;1;1;8;8;0;;52;0;35;35;35;1;0;0;0;202.25;4;4;1;3;3;4;4;2;2;5;5;P;660.32;0;60;98;1;45.382;N;0.00;0.00;0.00;0;0.00000;27.333333;0.00;0.00;0.00;0.00;0.00;0;180.4180396;0;0;0;0;0;0;0;4;0;52;-604.67;5.666667;;;;;;;;;;;;604.670000;610.000000;453.000000;226.500000;0.00;1;1;2;;0;1;0;0;0;0;1
AA60013728532;2015-01-31;2015;1;201501;0;1;0;72.853333333;1;1;4;4;1;0.00;0;0;48;48;48;0;0;0;0;358.42266667;1;1;1;3;3;4;4;2;2;3;3;P;2040.24;0;36;98;0;36.572;N;0.00;0.00;0.00;0;0.00000;10.333333;0.00;0.00;0.00;1.00;0.00;0;14.183747712;0;0;0;0;1;0;0;15;0;0;14.87;;;190.00;;0.00;;;;;;;;;;;;0.00;1;1;4;;0;0;0;1;0;0;3
AA60013729591;2015-01-31;2015;1;201501;0;1;0;73.27;1;1;3;3;1;0.00;0;0;22;22;22;0;0;0;0;430.99666667;5;5;1;2;2;4;4;2;2;5;5;P;2607.02;0;48;98;0;11.624;N;0.00;0.00;0.00;0;0.00000;34.666667;0.00;0.00;0.00;0.00;0.00;0;47.313589464;0;0;0;0;0;0;0;18;0;0;8.66;;;;;;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60013734702;2015-01-31;2015;1;201501;0;2;0;64.94;3;1;8;1;2;0.00;3;0;45.5;44;47;1;0;1;8;767.157;2;1;1;1;1;5;6;2;2;2;1;P;2807.13;0;60;98;0;29.690;N;0.00;0.00;0.00;0;0.00000;52.000000;0.00;0.00;0.00;1.00;0.00;0;80.073914383;0;0;0;0;1;0;0;26;0;5;0.00;;;150.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;4;;1;0;0;1;0;0;2
AA60013735287;2015-01-31;2015;1;201501;0;1;2;46.92;1;1;6;6;1;0.00;0;0;22;22;22;0;0;0;0;400.87466667;5;5;1;1;1;6;6;2;2;5;5;P;2164.07;0;70;98;0;8.382;N;0.00;0.00;0.00;0;0.00000;110.333333;0.00;0.00;0.00;0.00;0.00;0;235.15203112;0;0;0;0;0;0;0;14;0;0;122.75;;;150.00;;36.62;;;;;;;;;;;;0.00;0;1;4;;0;0;0;0;0;0;1
AA60013739805;2015-01-31;2015;1;201501;0;1;0;72.68;1;1;7;7;1;;0;0;50;50;50;0;0;0;0;447.31033333;3;3;1;1;1;6;6;2;2;4;4;P;2036.41;0;36;98;0;11.181;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;85.60;;;150.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60013741331;2015-01-31;2015;1;201501;0;1;1;113.61;1;1;10;10;0;;0;0;44;44;44;1;0;1;13;453.04466667;4;4;1;1;1;4;4;2;2;5;5;P;4866.96;0;60;98;0;31.131;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.10;;;150.00;;0.00;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;1
AA60013741618;2015-01-31;2015;1;201501;0;2;0;167.84;1;1;8;1;0;;0;0;36;35;37;2;0;2;3;505.56066667;2;1;1;1;1;4;6;2;2;2;1;P;8302.1;0;72;98;0;20.859;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;500.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60013741904;2015-01-31;2015;1;201501;0;2;0;183.85;1;1;6;1;2;0.00;0;0;25;22;28;0;0;0;0;313.709;5;2;1;1;1;4;5;2;2;2;2;P;5191.16;0;36;98;0;16.378;N;0.00;0.00;0.00;0;0.00000;58.666667;0.00;0.00;0.00;0.00;0.00;0;31.910071798;0;0;0;0;0;0;0;25;0;0;215.99;;;150.00;;0.00;;;;;;;;;;;;0.00;1;1;4;;1;0;0;0;0;0;6
AA60013741927;2015-01-31;2015;1;201501;0;1;0;83.03;1;1;8;8;1;0.00;0;0;21;21;21;0;0;0;0;290.72866667;5;5;1;1;1;2;2;2;2;5;5;P;501.01;0;30;98;0;17.771;N;0.00;0.00;0.00;0;0.00000;225.666667;0.00;0.00;0.00;0.00;0.00;0;271.7893135;0;0;0;0;0;0;0;27;14.333333;0;5.56;0.000000;;;;;;;;;;;;;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60013742849;2015-01-31;2015;1;201501;1;3;2;748.55;3;3;7;1;0;;69;0;64;40;69;0;0;1;12.833333333;726.13888889;5;1;1;3;1;1;3;2;2;5;1;P;41199.68;0;84;98;1;26.770;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;104;0.00;;;;;;17247.081290;17073.17;450.31;;;;;;;3.000000;3.500000;450.31;0;1;1;;1;1;0;0;0;0;2
AA60013746470;2015-01-31;2015;1;201501;0;1;0;61.22;1;1;8;8;1;0.00;0;0;21;21;21;0;0;0;0;397.29866667;5;5;1;1;1;5;5;2;2;5;5;P;2718.37;0;64;98;0;10.681;N;0.00;0.00;0.00;0;0.00000;482.333333;0.00;0.00;0.00;0.00;0.00;0;787.86888762;0;0;0;0;0;0;0;23;0;0;1134.01;26.333333;;;;;;;;;;;;0.000000;;;;0.00;1;1;2;;0;0;0;0;0;0;1
AA60013747251;2015-01-31;2015;1;201501;1;1;0;35.18;3;3;10;10;0;;57;0;38;38;38;0;0;0;0;268.15333333;4;4;1;1;1;4;4;2;2;4;4;P;653.71;0;24;98;1;42.517;N;0.00;0.00;0.00;0;0.00000;17.666667;0.00;0.00;0.00;0.00;0.00;0;50.2179278;0;0;0;0;0;0;0;3;0;57;-704.34;;;;;;;;;;;;;704.340000;698.000000;268.000000;134.000000;0.00;1;1;1;;0;1;0;0;0;0;4
AA60013747492;2015-01-31;2015;1;201501;0;1;1;99.68;1;1;7;7;1;;0;0;19;19;19;0;0;0;0;258.149;5;5;1;3;3;4;4;2;2;5;5;P;1898.58;0;24;98;0;22.285;N;0.00;0.00;0.00;0;0.00000;117.000000;0.00;0.00;0.00;0.00;0.00;0;117.37560193;0;0;0;0;0;0;0;28;0;0;4.49;7.333333;;150.00;36.160645;160.14;;;;;;;;;;;;0.00;0;1;4;;0;0;0;0;0;0;1
AA60013748541;2015-01-31;2015;1;201501;0;1;0;294.65;1;1;6;6;0;;0;0;41;41;41;2;0;2;8.5;756.15033333;1;1;1;1;1;6;6;2;2;4;4;P;21637.1;0;120;98;0;27.977;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;1;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;4
AA60013748899;2015-01-31;2015;1;201501;0;1;1;180.56;1;1;7;7;0;;0;0;21;21;21;0;0;0;0;0;5;5;1;2;2;4;4;2;2;5;5;P;7296.16;3636.37;60;98;0;999.000;N;0.00;0.00;0.00;12;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;50.00;;;;;;;;;;;;;;;;;0.00;0;1;1;;0;0;0;0;0;0;1
AA60013748933;2015-01-31;2015;1;201501;0;2;0;293.25;3;1;5;1;2;;0;0;43;42;44;3;0;2;3.75;212.96866667;5;2;1;3;2;2;4;2;2;2;1;P;12988.72;0;60;98;0;32.620;N;0.00;0.00;0.00;0;0.00000;479.333333;0.00;0.00;0.00;40.08;0.00;0;163.45552702;0;0;0;0;1;0;0;31;0.666667;0;12.89;122.000000;;300.00;;0.00;;;;;;;;;;;;0.00;1;1;2;;1;0;0;40.08;0;0;2
AA60013749851;2015-01-31;2015;1;201501;0;1;0;74.43;1;1;8;8;1;0.00;0;0;24;24;24;0;0;0;0;451.63666667;5;5;1;1;1;6;6;2;2;5;5;P;3207.91;0;60;98;0;11.318;N;0.00;0.00;0.00;0;0.00000;53.333333;0.00;0.00;0.00;0.00;0.00;0;71.655693941;0;0;0;0;0;0;0;40;0;0;1.20;;;;;;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60013751924;2015-01-31;2015;1;201501;0;1;0;92.68;1;1;2;2;0;;0;0;40;40;40;0;0;0;0;0;5;5;1;2;2;4;4;2;2;5;5;P;2188.77;0;30;99;1;999.000;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;140.00;;;2000.00;;1040.72;1333.160645;1281.09;64.16;;;;;0.000000;44.000000;19.000000;9.500000;64.16;1;0;1;;0;1;0;0;0;0;1
AA60013752186;2015-01-31;2015;1;201501;0;2;0;103.61;1;1;7;1;0;;0;0;29.5;25;34;1;0;1;1;353.06266667;2;1;1;1;1;6;6;2;2;2;1;P;5627.17;0;84;98;0;23.882;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;15.79;;;300.00;;119.75;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60013755849;2015-01-31;2015;1;201501;0;1;2;475.16;3;3;7;7;0;;0;0;19;19;19;0;0;0;0;0;5;5;1;2;2;4;4;2;2;5;5;P;25264.64;21212.13;72;30;0;28.819;N;0.00;0.00;0.00;12;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;158.15;;;;;;;;;;;;;;;;;0.00;0;0;1;;0;0;0;0;0;0;1
AA60013756397;2015-01-31;2015;1;201501;0;2;0;129.58;1;1;3;1;0;;0;0;56.5;56;57;0;0;1;15.5;1246.9926667;2;1;1;1;1;6;6;2;2;2;1;P;5592.62;0;60;98;0;18.847;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;241.22;;;300.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60013757573;2015-01-31;2015;1;201501;0;1;2;224.65;1;1;7;7;0;;0;0;22;22;22;0;0;0;0;0;5;5;1;2;2;4;4;2;2;5;5;P;7572.58;5739.16;36;30;0;32.211;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;0;0;1;;0;0;0;0;0;0;1
AA60013758511;2015-01-31;2015;1;201501;0;1;0;123.92;1;1;7;7;1;0.00;0;0;23;23;23;0;0;0;0;326.126;5;5;1;1;1;4;4;2;2;5;5;P;5356.55;0;60;98;0;22.027;N;0.00;0.00;0.00;0;0.00000;81.666667;0.00;0.00;0.00;0.00;0.00;0;65.902733215;0;0;0;0;0;0;0;30;0;0;2.52;56.333333;;;;;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;1
AA60013759421;2015-01-31;2015;1;201501;0;2;0;448.37;1;1;8;8;2;;0;0;42.5;41;44;0;0;0;0;894.85033333;5;1;1;1;1;6;6;2;2;4;4;P;25657.35;0;84;98;0;29.499;N;0.00;0.00;0.00;0;0.00000;7059.666667;0.00;0.00;0.00;50.11;0.00;0;1574.5180692;0;1;0;0;1;0;0;57;21462;0;794.65;4649.666667;;750.00;;0.00;;;;;;;;0.000000;;;;0.00;1;1;2;;1;0;0;50.11;0;0;4
AA60013762668;2015-01-31;2015;1;201501;0;2;0;518.97;1;1;8;1;0;;0;0;44;43;45;4;0;4;5;173.833;3;2;1;1;1;5;6;2;2;2;1;P;28762.22;0;84;98;0;38.414;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;1;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60013767774;2015-01-31;2015;1;201501;0;2;0;415.99;1;1;8;1;1;;0;0;48.5;48;49;1;0;1;7.5;0;3;2;1;2;1;3;4;2;2;2;1;P;4027.83;0;12;98;0;85.679;N;0.00;0.00;0.00;0;0.00000;350.333333;5035.75;0.00;0.00;1350.00;0.00;0;84.216767951;0;0;0;0;1;0;0;6;6257.048262;0;47.69;155.000000;;500.00;;0.00;;;;;;;;;;;;0.00;0;1;2;;1;0;0;6385.75;0;0;2
AA60013768078;2015-01-31;2015;1;201501;0;2;0;20.14;1;1;8;8;0;;0;0;40;39;41;1;0;0;0;382.36;1;1;1;2;2;4;4;2;2;5;2;P;586.66;0;48;98;1;49.128;N;0.00;0.00;0.00;0;10.00000;2.000000;0.00;0.00;0.00;0.00;0.00;0;9.9304865938;0;0;0;0;0;0;0;0;0;0;50.00;;;;;;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;4
AA60013770606;2015-01-31;2015;1;201501;0;2;0;115.81;3;1;6;1;2;;0;0;58;56;60;0;0;0;0;865.55033333;3;2;1;2;2;1;4;2;2;2;1;P;4287.6;0;48;98;0;6.808;N;0.00;0.00;0.00;0;0.00000;500.333333;0.00;0.00;0.00;0.00;0.00;0;432.02947328;0;0;0;0;0;0;0;11;476.333333;0;7.84;609.666667;;190.00;;128.89;;;;;;;;;;;;0.00;1;1;2;;1;0;0;0;0;0;2
AA60013771168;2015-01-31;2015;1;201501;0;1;1;128.39;1;1;6;6;1;;0;0;41;41;41;0;0;0;0;752.72533333;5;5;1;1;1;5;5;2;2;5;5;P;4697.36;0;48;98;0;22.710;N;0.00;0.00;0.00;0;0.00000;70.666667;0.00;0.00;0.00;80.00;0.00;0;55.040631669;0;0;0;0;1;0;0;24;29;0;493.17;;;300.00;25.473871;0.00;;;;;;;;;;;;0.00;0;1;4;;0;0;0;80;0;0;1
AA60013771316;2015-01-31;2015;1;201501;0;1;0;173.13;3;3;4;4;0;;0;0;25;25;25;0;0;0;0;376.94466667;3;3;1;1;1;5;5;2;2;5;5;P;7598.35;0;60;98;0;25.179;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60013771940;2015-01-31;2015;1;201501;0;1;0;208.66;1;1;4;4;0;;0;0;33;33;33;0;0;0;0;271.967;5;5;1;1;1;6;6;2;2;5;5;P;9978.41;0;60;98;0;41.937;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;;;;;;;;;;;0.000000;;;;0.00;0;1;1;;0;0;0;0;0;0;1
AA60013775521;2015-01-31;2015;1;201501;0;1;1;148.68;3;3;4;4;0;;0;0;25;25;25;0;0;0;0;400.54466667;3;3;1;1;1;3;3;2;2;5;5;P;6504.94;0;60;98;0;21.656;N;0.00;0.00;0.00;0;0.00000;294.666667;0.00;0.00;0.00;40.00;0.00;0;198.1885035;0;0;0;0;1;0;0;38;29;0;6.22;25.666667;;150.00;40.580000;0.00;;;;;;;;;;;;0.00;0;1;2;;0;0;0;40;0;0;1
AA60013775717;2015-01-31;2015;1;201501;0;2;0;90.9;1;1;4;1;2;;2;0;47;42;52;0;0;0;0;338.97733333;5;2;1;1;1;4;5;2;2;2;1;P;2616.81;0;36;98;0;8.458;N;0.00;0.00;0.00;0;0.00000;88.333333;0.00;0.00;0.00;0.10;0.00;0;97.176383938;0;0;0;0;1;0;0;22;0;4;4.34;28.333333;;;;;;;;;;;;0.000000;;;;0.00;1;1;4;;1;0;0;0.1;0;0;2
AA60013776967;2015-01-31;2015;1;201501;0;1;0;124.65;3;3;6;6;0;;0;0;38;38;38;1;0;1;10;360.78133333;1;1;1;1;1;6;6;2;2;4;4;P;5355.55;0;60;98;0;37.013;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;40.00;0.00;0;0;0;0;0;0;1;0;0;0;0;0;360.00;;;400.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;40;0;0;4
AA60013791542;2015-01-31;2015;1;201501;0;1;1;71.65;1;1;8;8;1;0.00;0;0;22;22;22;0;0;0;0;431.77066667;5;5;1;3;3;5;5;2;2;5;5;P;2061.68;0;36;98;0;11.386;N;0.00;0.00;0.00;0;0.00000;66.000000;0.00;0.00;0.00;0.00;0.00;0;92.11444522;0;0;0;0;0;0;0;20;0;0;6.17;;;;;;;;;;;;;;;;;0.00;0;1;4;;0;0;0;0;0;0;1
AA60013793806;2015-01-31;2015;1;201501;0;2;0;145.34;1;1;8;8;2;;0;0;32;31;33;1.5;0;1;4;542.276;1;1;1;3;1;4;6;2;2;5;5;P;6508.49;0;60;98;0;23.434;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;;;;250.00;53.093226;52.66;1214.243226;1193.19;13.68;74924.927419;74793.07;190.79;;;;;;13.70;1;1;1;;1;0;0;0;0;0;1
AA60013796836;2015-01-31;2015;1;201501;0;1;1;249.17;1;1;8;8;1;;0;0;25;25;25;1;0;0;0;419.298;5;5;1;3;3;6;6;2;2;5;5;P;4935.65;0;24;98;0;29.819;N;0.00;0.00;0.00;0;0.00000;271.000000;0.00;0.00;0.00;350.00;0.00;0;108.76108681;0;0;0;0;1;0;0;22;109.333333;0;364.47;165.666667;;380.00;;0.00;;;;;;;;;;;;0.00;0;1;2;;0;0;0;350;0;0;1
AA60013797325;2015-01-31;2015;1;201501;1;2;4;229.28;1;1;7;1;0;;11;0;44;42;46;0;0;0;0;212.902;2;1;1;2;2;3;5;2;2;2;1;P;4753.7;0;24;98;1;20.740;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;1;1;2;0;21;640.66;;;;;;;;;;;;;0.000000;2.000000;;;0.00;0;1;1;;1;0;0;0;0;0;2
AA60013798814;2015-01-31;2015;1;201501;0;2;0;310.22;3;3;8;1;0;;0;0;42;42;42;1;0;1;4.5;994.78;2;1;1;1;1;3;6;2;2;2;1;P;13682.11;0;60;98;0;23.907;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;1250.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;1;0;0;0;0;0;2
AA60013805210;2015-01-31;2015;1;201501;0;1;0;221.92;3;3;8;8;0;;0;0;35;35;35;0;0;1;4;1864.7506667;1;1;1;1;1;3;3;2;2;5;5;P;11149.96;0;72;98;0;33.200;N;0.00;0.00;0.00;0;0.00000;0.000000;0.00;0.00;0.00;0.00;0.00;0;0;0;0;0;0;0;0;0;0;0;0;0.00;;;750.00;;0.00;;;;;;;;;;;;0.00;1;1;1;;0;0;0;0;0;0;1
AA60013810651;2015-01-31;2015;1;201501;0;1;0;101.24;1;1;4;4;1;0.00;0;0;46;46;46;0;0;0;0;302.804;3;3;1;3;3;4;4;2;2;4;4;P;4397.08;0;60;98;0;20.045;N;0.00;0.00;0.00;0;0.00000;116.333333;0.00;0.00;0.00;0.00;0.00;0;114.908468;0;0;0;0;0;0;0;9;0;0;8.07;36.666667;;300.00;74.294667;331.98;;;;;;;;;;;;0.00;1;1;4;;0;0;0;0;0;0;4
AA60013811207;2015-01-31;2015;1;201501;0;1;0;89.81;1;1;10;10;1;0.00;0;0;25;25;25;0;0;0;0;415.346;4;4;1;3;3;4;4;1;1;5;5;P;2644.04;0;36;98;0;14.222;N;0.00;0.00;0.00;0;0.00000;8.000000;0.00;0.00;0.00;1010.00;0.00;0;8.9076940207;0;0;0;0;1;0;0;7;177.666667;0;0.93;0.000000;;;;;;;;;;;;;;;;0.00;1;1;3;;0;0;0;1010;7;7;1
AA60013815223;2015-01-31;2015;1;201501;0;2;0;193.66;1;1;8;1;0;;0;1;34.5;34;35;2;0;2;3.25;0;3;2;0;2;2;6;6;2;2;2;1;P;5916.52;0;36;98;0;999.000;N;0.00;0.00;0.00;0;0.00000;1820.666667;0.00;0.00;0.00;13080.00;0.00;0;940.13563307;0;0;0;0;1;0;0;19;702.666666;0;11251.34;;;800.00;;325.36;;;;;;;;;;;;0.00;0;1;2;;1;0;0;13080;0;0;2
AA60013818752;2015-01-31;2015;1;201501;0;1;0;71.12;1;1;8;8;1;;0;0;23;23;23;0;0;0;0;572.28;5;5;1;1;1;6;6;2;2;5;5;P;2048.67;0;36;98;0;27.340;N;0.00;0.00;0.00;0;0.00000;221.000000;0.00;0.00;0.00;100.00;0.00;0;310.7424072;0;0;0;0;1;0;0;29;101;0;-470.33;27.333333;;190.00;;0.00;;;;;;;;470.330000;36.000000;11.000000;5.500000;0.00;1;1;2;;0;0;0;100;0;0;1
AA60013818801;2015-01-31;2015;1;201501;0;2;0;124.22;1;1;8;1;2;0.00;0;0;22.5;21;24;0;0;0;0;173.89933333;5;2;1;2;1;4;4;2;2;2;2;P;5496.46;0;60;98;0;21.053;N;0.00;0.00;0.00;0;0.00000;85.000000;0.00;0.00;0.00;1000.00;0.00;0;68.426984383;0;0;0;0;1;0;0;36;0;0;446.31;1.666667;;400.00;176.238000;381.89;;;;;;;;;;;;0.00;1;1;4;;1;0;0;1000;0;0;6
AA60013822253;2015-01-31;2015;1;201501;0;1;4;108.77;1;1;7;7;0;;0;0;20;20;20;0;0;0;0;0;5;5;1;2;2;4;4;2;2;5;5;P;6100.77;0;84;98;0;999.000;N;0.00;0.00;0.00;12;0.00000;25.666667;0.00;0.00;0.00;0.00;0.00;0;23.59719316;0;1;0;0;0;0;0;5;0;0;0.00;;;;;;;;;;;;;;;;;0.00;0;1;2;;0;0;0;0;0;0;1
AA60013822828;2015-01-31;2015;1;201501;0;1;0;143.71;1;1;8;8;1;;0;0;48;48;48;0;0;0;0;279.97266667;5;5;1;1;1;5;5;2;2;5;5;P;4274.16;0;36;98;0;27.135;N;0.00;0.00;0.00;0;0.00000;12.000000;0.00;0.00;0.00;10.00;0.00;0;8.3501496068;0;0;0;0;1;0;0;18;10;0;187.12;;;150.00;;0.00;;;;;;;;;;;;0.00;1;1;4;;0;0;0;10;0;0;1
AA60013822876;2015-01-31;2015;1;201501;0;1;0;142.25;1;1;8;8;1;;0;0;29;29;29;1;0;0;0;539.21833333;5;5;1;1;1;4;4;2;2;5;5;P;4220.75;0;36;98;0;16.699;N;0.00;0.00;0.00;0;0.00000;157.000000;0.00;0.00;0.00;190.00;0.00;0;110.36906854;0;0;0;0;1;0;0;28;184.333333;0;172.64;13.333333;;;;;;;;;;;;;;;;0.00;1;1;2;;0;0;0;190;0;0;1
AA60013824280;2015-01-31;2015;1;201501;0;1;2;285.76;1;1;8;8;0;;0;0;21;21;21;0;0;0;0;0;5;5;1;2;2;4;4;2;2;5;5;P;14984.26;0;60;30;0;17.930;N;0.00;0.00;0.00;0;0.00000;4.000000;0.00;0.00;0.00;0.00;0.00;0;1.3997760358;0;0;0;0;0;0;0;0;0;0;50.00;;;;;;;;;;;;;;;;;0.00;0;0;1;;0;0;0;0;0;0;1
