Date,Euribor 1M,Euribor 3M,Euribor 6M,Euribor 1Y
2015-11-01,-0.1403333333333333,-0.0154285714285714,-0.0876190476190476,0.0789047619047619
2015-12-01,-0.1894999999999999,-0.0397727272727272,-0.1263181818181818,0.0589090909090909
2016-01-01,-0.2226499999999999,-0.0607999999999999,-0.1461499999999999,0.04235
2016-02-01,-0.2460476190476191,-0.1152857142857143,-0.1835714285714285,-0.0078571428571428
2016-03-01,-0.3075714285714286,-0.1335714285714286,-0.2285238095238095,-0.0123809523809523
2016-04-01,-0.3411904761904761,-0.1379523809523809,-0.2491904761904762,-0.0097619047619047
2016-05-01,-0.348,-0.1444999999999999,-0.2571818181818182,-0.012590909090909
2016-06-01,-0.3559090909090907,-0.1624090909090909,-0.2679090909090909,-0.028
2016-07-01,-0.3688095238095239,-0.1881904761904761,-0.2945238095238094,-0.056047619047619
2016-08-01,-0.369695652173913,-0.1886521739130435,-0.2982173913043479,-0.0483043478260869
2016-09-01,-0.3713636363636364,-0.1991363636363636,-0.3016363636363636,-0.0570909090909091
2016-10-01,-0.3714285714285715,-0.2070952380952381,-0.309,-0.0687619047619047
2016-11-01,-0.3727727272727273,-0.2148181818181818,-0.3126818181818181,-0.0740454545454545
2016-12-01,-0.3703809523809523,-0.2179047619047619,-0.3157619047619047,-0.0804285714285714
2017-01-01,-0.3712727272727272,-0.2355454545454545,-0.3255454545454546,-0.0945
2017-02-01,-0.3718000000000001,-0.2405499999999999,-0.3285999999999999,-0.1059
2017-03-01,-0.3723913043478261,-0.2407391304347826,-0.3293478260869565,-0.1096086956521739
2017-04-01,-0.3724444444444445,-0.2455,-0.3303888888888888,-0.119
2017-05-01,-0.3731818181818181,-0.2508636363636363,-0.3294545454545454,-0.1272272727272727
2017-06-01,-0.3728181818181818,-0.2668181818181817,-0.3300000000000001,-0.149090909090909
2017-07-01,-0.3728095238095238,-0.2726190476190477,-0.3304285714285714,-0.1540952380952381
2017-08-01,-0.3719565217391306,-0.2716521739130434,-0.3290869565217391,-0.1563478260869565
2017-09-01,-0.3720952380952381,-0.2726190476190476,-0.3293809523809523,-0.1682857142857142
2017-10-01,-0.3723181818181818,-0.2739090909090909,-0.3295454545454546,-0.1797727272727272
2017-11-01,-0.3716363636363636,-0.2742727272727273,-0.3289999999999999,-0.1889545454545454
2017-12-01,-0.3687368421052632,-0.2713684210526315,-0.3278947368421052,-0.1897368421052631
2018-01-01,-0.3688181818181817,-0.2741818181818182,-0.3284545454545455,-0.1886818181818181
2018-02-01,-0.3696,-0.2749,-0.3285,-0.1912499999999999
2018-03-01,-0.3706190476190477,-0.2713333333333332,-0.3279047619047618,-0.191
2018-04-01,-0.37165,-0.2702,-0.32845,-0.1897
2018-05-01,-0.3708181818181819,-0.2699999999999999,-0.3252272727272727,-0.188
2018-06-01,-0.3703333333333334,-0.2685238095238094,-0.3220476190476191,-0.1814761904761904
2018-07-01,-0.369681818181818,-0.2691818181818182,-0.3207272727272727,-0.1795454545454544
2018-08-01,-0.3695652173913043,-0.2667826086956522,-0.319,-0.1692608695652173
2018-09-01,-0.37095,-0.26825,-0.3188499999999999,-0.1662
2018-10-01,-0.369695652173913,-0.2640434782608696,-0.317695652173913,-0.1538260869565217
2018-11-01,-0.3688181818181817,-0.2565909090909092,-0.3163636363636362,-0.1474090909090908
2018-12-01,-0.3670526315789473,-0.2408421052631578,-0.3118947368421051,-0.1286842105263157
2019-01-01,-0.3663636363636364,-0.2363636363636363,-0.3079999999999999,-0.1158636363636363
2019-02-01,-0.3677,-0.2318,-0.3084499999999999,-0.1084
2019-03-01,-0.3674761904761905,-0.2302380952380952,-0.3091904761904762,-0.1087619047619048
2019-04-01,-0.3672500000000001,-0.23075,-0.31045,-0.1122
2019-05-01,-0.369,-0.2373636363636364,-0.3118636363636363,-0.1339090909090909
2019-06-01,-0.3848,-0.2789999999999999,-0.3289,-0.19025
2019-07-01,-0.3951304347826087,-0.3473913043478261,-0.3648695652173913,-0.2833043478260869
2019-08-01,-0.409590909090909,-0.4049545454545455,-0.4076818181818182,-0.3562727272727272
2019-09-01,-0.4482380952380952,-0.3938571428571429,-0.4175714285714286,-0.3391428571428572
2019-10-01,-0.4554782608695651,-0.3615652173913043,-0.4128695652173913,-0.3042173913043478
2019-11-01,-0.4499999999999999,-0.3373809523809523,-0.4012857142857142,-0.271952380952381
2019-12-01,-0.4528999999999999,-0.33555,-0.3946999999999999,-0.2614
2020-01-01,-0.4568636363636364,-0.3300909090909091,-0.3911363636363636,-0.2534090909090909
2020-02-01,-0.4731499999999999,-0.3552499999999999,-0.40885,-0.2880999999999999
2020-03-01,-0.4776818181818182,-0.3648636363636364,-0.4166363636363636,-0.2656363636363636
2020-04-01,-0.4281000000000001,-0.1919999999999999,-0.25405,-0.1082
2020-05-01,-0.4643499999999999,-0.14305,-0.27195,-0.08135
2020-06-01,-0.4928636363636363,-0.2226818181818181,-0.3760000000000001,-0.1474545454545454
2020-07-01,-0.5088260869565218,-0.3461304347826087,-0.4441304347826086,-0.2788695652173913
2020-08-01,-0.5173333333333334,-0.4329047619047619,-0.4797142857142858,-0.3589047619047618
2020-09-01,-0.5217272727272728,-0.4626363636363637,-0.4913636363636363,-0.414590909090909
2020-10-01,-0.5384545454545454,-0.4940000000000001,-0.5091363636363636,-0.4659999999999999
2020-11-01,-0.5414285714285714,-0.509,-0.5208571428571429,-0.4806190476190476
2020-12-01,-0.5606818181818182,-0.5186363636363636,-0.5380909090909092,-0.4966363636363635
2021-01-01,-0.56205,-0.5285000000000002,-0.54715,-0.5047
2021-02-01,-0.5534000000000001,-0.5205000000000001,-0.5410999999999999,-0.50085
2021-03-01,-0.5534347826086956,-0.516,-0.5390869565217392,-0.4867391304347826
2021-04-01,-0.5550499999999999,-0.5158000000000001,-0.5381500000000001,-0.4834999999999999
2021-05-01,-0.5579047619047619,-0.513,-0.5400952380952381,-0.4806190476190477
2021-06-01,-0.5545909090909091,-0.5149545454545454,-0.5429090909090909,-0.4838636363636363
2021-07-01,-0.5562272727272728,-0.5159545454545454,-0.544818181818182,-0.4907272727272727
